E_nu/GeV_min,E_nu/GeV_max,Dec_nu_min_deg,Dec_nu_max_deg,A_Eff_cm2
2.4,2.6,-21.1,-18.66,0
2.6,2.8,-21.1,-18.66,0
2.8,3,-21.1,-18.66,0
3,3.2,-21.1,-18.66,0
3.2,3.4,-21.1,-18.66,0
3.4,3.6,-21.1,-18.66,0
3.6,3.8,-21.1,-18.66,0
3.8,4,-21.1,-18.66,0
4,4.2,-21.1,-18.66,0
4.2,4.4,-21.1,-18.66,0
4.4,4.6,-21.1,-18.66,0
4.6,4.8,-21.1,-18.66,545.95
4.8,5,-21.1,-18.66,3018.81
5,5.2,-21.1,-18.66,8514.47
5.2,5.4,-21.1,-18.66,26260.38
5.4,5.6,-21.1,-18.66,75273.97
5.6,5.8,-21.1,-18.66,176718.68
5.8,6,-21.1,-18.66,402055.7
6,6.2,-21.1,-18.66,782111.82
6.2,6.4,-21.1,-18.66,1333377.56
6.4,6.6,-21.1,-18.66,1830329.92
6.6,6.8,-21.1,-18.66,2615042.5
6.8,7,-21.1,-18.66,3423917.72
7,7.2,-21.1,-18.66,4385396.62
7.2,7.4,-21.1,-18.66,5474769.78
7.4,7.6,-21.1,-18.66,6938246.66
7.6,7.8,-21.1,-18.66,7893487.55
7.8,8,-21.1,-18.66,8822886.89
8,8.2,-21.1,-18.66,9708709.1
8.2,8.4,-21.1,-18.66,11119914.8
8.4,8.6,-21.1,-18.66,10862463.51
8.6,8.8,-21.1,-18.66,10153115.45
8.8,9,-21.1,-18.66,9260315.68
9,9.2,-21.1,-18.66,8707608.36
9.2,9.4,-21.1,-18.66,7365739.45
9.4,9.6,-21.1,-18.66,8020938.13
9.6,9.8,-21.1,-18.66,6222424.31
9.8,10,-21.1,-18.66,6062896.08
2,2.2,-18.66,-16.26,0
2.2,2.4,-18.66,-16.26,0
2.4,2.6,-18.66,-16.26,0
2.6,2.8,-18.66,-16.26,0
2.8,3,-18.66,-16.26,0
3,3.2,-18.66,-16.26,0
3.2,3.4,-18.66,-16.26,0
3.4,3.6,-18.66,-16.26,0
3.6,3.8,-18.66,-16.26,0
3.8,4,-18.66,-16.26,0
4,4.2,-18.66,-16.26,0
4.2,4.4,-18.66,-16.26,0
4.4,4.6,-18.66,-16.26,0
4.6,4.8,-18.66,-16.26,1576.39
4.8,5,-18.66,-16.26,4009
5,5.2,-18.66,-16.26,15198.06
5.2,5.4,-18.66,-16.26,35324.96
5.4,5.6,-18.66,-16.26,93825.4
5.6,5.8,-18.66,-16.26,244586.95
5.8,6,-18.66,-16.26,512290.06
6,6.2,-18.66,-16.26,827705.66
6.2,6.4,-18.66,-16.26,1475925.94
6.4,6.6,-18.66,-16.26,2115684.92
6.6,6.8,-18.66,-16.26,2786712.07
6.8,7,-18.66,-16.26,4072283.31
7,7.2,-18.66,-16.26,4960938.96
7.2,7.4,-18.66,-16.26,6514363.64
7.4,7.6,-18.66,-16.26,7805485.49
7.6,7.8,-18.66,-16.26,9130158.74
7.8,8,-18.66,-16.26,10099487.05
8,8.2,-18.66,-16.26,11534142.52
8.2,8.4,-18.66,-16.26,12949498.62
8.4,8.6,-18.66,-16.26,12700949
8.6,8.8,-18.66,-16.26,11947413.34
8.8,9,-18.66,-16.26,12251106.48
9,9.2,-18.66,-16.26,12280071.27
9.2,9.4,-18.66,-16.26,10959541.29
9.4,9.6,-18.66,-16.26,10306894.46
9.6,9.8,-18.66,-16.26,9110666.98
9.8,10,-18.66,-16.26,8940176.35
2,2.2,-16.26,-13.89,0
2.2,2.4,-16.26,-13.89,0
2.4,2.6,-16.26,-13.89,0
2.6,2.8,-16.26,-13.89,0
2.8,3,-16.26,-13.89,0
3,3.2,-16.26,-13.89,0
3.2,3.4,-16.26,-13.89,0
3.4,3.6,-16.26,-13.89,0
3.6,3.8,-16.26,-13.89,0
3.8,4,-16.26,-13.89,0
4,4.2,-16.26,-13.89,0
4.2,4.4,-16.26,-13.89,0
4.4,4.6,-16.26,-13.89,120.84
4.6,4.8,-16.26,-13.89,1568.59
4.8,5,-16.26,-13.89,6875.72
5,5.2,-16.26,-13.89,18335.03
5.2,5.4,-16.26,-13.89,48622.7
5.4,5.6,-16.26,-13.89,131800.82
5.6,5.8,-16.26,-13.89,303599.32
5.8,6,-16.26,-13.89,596322
6,6.2,-16.26,-13.89,991918.8
6.2,6.4,-16.26,-13.89,1588859.31
6.4,6.6,-16.26,-13.89,2458702.85
6.6,6.8,-16.26,-13.89,3352448.85
6.8,7,-16.26,-13.89,4536051.63
7,7.2,-16.26,-13.89,5936564.11
7.2,7.4,-16.26,-13.89,7159898.42
7.4,7.6,-16.26,-13.89,9228130.63
7.6,7.8,-16.26,-13.89,10602489.07
7.8,8,-16.26,-13.89,12405107.47
8,8.2,-16.26,-13.89,13814331.4
8.2,8.4,-16.26,-13.89,15181848.57
8.4,8.6,-16.26,-13.89,16166539.25
8.6,8.8,-16.26,-13.89,16258377.68
8.8,9,-16.26,-13.89,15692672.7
9,9.2,-16.26,-13.89,16101392.89
9.2,9.4,-16.26,-13.89,16536449.72
9.4,9.6,-16.26,-13.89,15070079.7
9.6,9.8,-16.26,-13.89,13808958.73
9.8,10,-16.26,-13.89,13253625.5
2,2.2,-13.89,-11.54,0
2.2,2.4,-13.89,-11.54,0
2.4,2.6,-13.89,-11.54,0
2.6,2.8,-13.89,-11.54,0
2.8,3,-13.89,-11.54,0
3,3.2,-13.89,-11.54,0
3.2,3.4,-13.89,-11.54,0
3.4,3.6,-13.89,-11.54,0
3.6,3.8,-13.89,-11.54,0
3.8,4,-13.89,-11.54,0
4,4.2,-13.89,-11.54,0
4.2,4.4,-13.89,-11.54,652.41
4.4,4.6,-13.89,-11.54,583.2
4.6,4.8,-13.89,-11.54,3034.66
4.8,5,-13.89,-11.54,10993.23
5,5.2,-13.89,-11.54,33101.05
5.2,5.4,-13.89,-11.54,88937.39
5.4,5.6,-13.89,-11.54,190522.79
5.6,5.8,-13.89,-11.54,416227.32
5.8,6,-13.89,-11.54,803461.89
6,6.2,-13.89,-11.54,1295141.15
6.2,6.4,-13.89,-11.54,2094512.18
6.4,6.6,-13.89,-11.54,2854190.72
6.6,6.8,-13.89,-11.54,3918586.35
6.8,7,-13.89,-11.54,5460494.42
7,7.2,-13.89,-11.54,6695946.41
7.2,7.4,-13.89,-11.54,8354870.92
7.4,7.6,-13.89,-11.54,10436725.5
7.6,7.8,-13.89,-11.54,12354356.79
7.8,8,-13.89,-11.54,15299178.86
8,8.2,-13.89,-11.54,16977277.77
8.2,8.4,-13.89,-11.54,19430972.51
8.4,8.6,-13.89,-11.54,21087726.23
8.6,8.8,-13.89,-11.54,22139501.18
8.8,9,-13.89,-11.54,23051844.47
9,9.2,-13.89,-11.54,23616708.45
9.2,9.4,-13.89,-11.54,23879091.64
9.4,9.6,-13.89,-11.54,22482863.42
9.6,9.8,-13.89,-11.54,20996095.11
9.8,10,-13.89,-11.54,23158279.47
2,2.2,-11.54,-9.21,0
2.2,2.4,-11.54,-9.21,0
2.4,2.6,-11.54,-9.21,0
2.6,2.8,-11.54,-9.21,0
2.8,3,-11.54,-9.21,0
3,3.2,-11.54,-9.21,0
3.2,3.4,-11.54,-9.21,0
3.4,3.6,-11.54,-9.21,0
3.6,3.8,-11.54,-9.21,0
3.8,4,-11.54,-9.21,0
4,4.2,-11.54,-9.21,241.31
4.2,4.4,-11.54,-9.21,570.09
4.4,4.6,-11.54,-9.21,4836.5
4.6,4.8,-11.54,-9.21,9086.14
4.8,5,-11.54,-9.21,25703.29
5,5.2,-11.54,-9.21,69130.46
5.2,5.4,-11.54,-9.21,179995.81
5.4,5.6,-11.54,-9.21,320869.55
5.6,5.8,-11.54,-9.21,615004.79
5.8,6,-11.54,-9.21,1046036.51
6,6.2,-11.54,-9.21,1624251.52
6.2,6.4,-11.54,-9.21,2469687.68
6.4,6.6,-11.54,-9.21,3512370
6.6,6.8,-11.54,-9.21,4815297.82
6.8,7,-11.54,-9.21,6416675.23
7,7.2,-11.54,-9.21,7992951.57
7.2,7.4,-11.54,-9.21,10291494.63
7.4,7.6,-11.54,-9.21,12733420.44
7.6,7.8,-11.54,-9.21,15140170
7.8,8,-11.54,-9.21,18644160.24
8,8.2,-11.54,-9.21,20864474.89
8.2,8.4,-11.54,-9.21,25089704.42
8.4,8.6,-11.54,-9.21,28789700.09
8.6,8.8,-11.54,-9.21,29373674.18
8.8,9,-11.54,-9.21,28890833.77
9,9.2,-11.54,-9.21,32623311.26
9.2,9.4,-11.54,-9.21,36748516.62
9.4,9.6,-11.54,-9.21,37291246.52
9.6,9.8,-11.54,-9.21,33878004.24
9.8,10,-11.54,-9.21,37340052.1
2,2.2,-9.21,-6.89,0
2.2,2.4,-9.21,-6.89,0
2.4,2.6,-9.21,-6.89,0
2.6,2.8,-9.21,-6.89,0
2.8,3,-9.21,-6.89,0
3,3.2,-9.21,-6.89,0
3.2,3.4,-9.21,-6.89,0
3.4,3.6,-9.21,-6.89,7.95
3.6,3.8,-9.21,-6.89,65.21
3.8,4,-9.21,-6.89,329.11
4,4.2,-9.21,-6.89,1036.57
4.2,4.4,-9.21,-6.89,3911.16
4.4,4.6,-9.21,-6.89,9725.44
4.6,4.8,-9.21,-6.89,26911.05
4.8,5,-9.21,-6.89,63396.11
5,5.2,-9.21,-6.89,157854.11
5.2,5.4,-9.21,-6.89,313284.38
5.4,5.6,-9.21,-6.89,565880.19
5.6,5.8,-9.21,-6.89,923389.9
5.8,6,-9.21,-6.89,1426418.98
6,6.2,-9.21,-6.89,2178653.77
6.2,6.4,-9.21,-6.89,3011524.15
6.4,6.6,-9.21,-6.89,4487128.05
6.6,6.8,-9.21,-6.89,5973860.03
6.8,7,-9.21,-6.89,8157051.63
7,7.2,-9.21,-6.89,10378407.66
7.2,7.4,-9.21,-6.89,12597512.36
7.4,7.6,-9.21,-6.89,16345548.05
7.6,7.8,-9.21,-6.89,20464395.96
7.8,8,-9.21,-6.89,23691743.51
8,8.2,-9.21,-6.89,27313220.16
8.2,8.4,-9.21,-6.89,34154333.85
8.4,8.6,-9.21,-6.89,36250449.87
8.6,8.8,-9.21,-6.89,43181364.02
8.8,9,-9.21,-6.89,45929834.69
9,9.2,-9.21,-6.89,49240182.9
9.2,9.4,-9.21,-6.89,53624142.84
9.4,9.6,-9.21,-6.89,59659403.93
9.6,9.8,-9.21,-6.89,62466908.68
9.8,10,-9.21,-6.89,65789720.45
2,2.2,-6.89,-4.59,0
2.2,2.4,-6.89,-4.59,0.8
2.4,2.6,-6.89,-4.59,0
2.6,2.8,-6.89,-4.59,0
2.8,3,-6.89,-4.59,0
3,3.2,-6.89,-4.59,3.15
3.2,3.4,-6.89,-4.59,64.36
3.4,3.6,-6.89,-4.59,293.62
3.6,3.8,-6.89,-4.59,1098.82
3.8,4,-6.89,-4.59,1591.66
4,4.2,-6.89,-4.59,5554.97
4.2,4.4,-6.89,-4.59,19288.03
4.4,4.6,-6.89,-4.59,45319.1
4.6,4.8,-6.89,-4.59,83048.27
4.8,5,-6.89,-4.59,169111.7
5,5.2,-6.89,-4.59,320653.05
5.2,5.4,-6.89,-4.59,569308.47
5.4,5.6,-6.89,-4.59,857678.77
5.6,5.8,-6.89,-4.59,1319464.52
5.8,6,-6.89,-4.59,1981251.77
6,6.2,-6.89,-4.59,2984364.7
6.2,6.4,-6.89,-4.59,3910641.03
6.4,6.6,-6.89,-4.59,5614692.37
6.6,6.8,-6.89,-4.59,7236591.46
6.8,7,-6.89,-4.59,9918629.02
7,7.2,-6.89,-4.59,12741561.68
7.2,7.4,-6.89,-4.59,16604190.06
7.4,7.6,-6.89,-4.59,20758780.71
7.6,7.8,-6.89,-4.59,26812683.77
7.8,8,-6.89,-4.59,30424664.33
8,8.2,-6.89,-4.59,36982791.52
8.2,8.4,-6.89,-4.59,48764555.48
8.4,8.6,-6.89,-4.59,53154870.14
8.6,8.8,-6.89,-4.59,58808066.88
8.8,9,-6.89,-4.59,67635014.83
9,9.2,-6.89,-4.59,77524250.44
9.2,9.4,-6.89,-4.59,91812339.6
9.4,9.6,-6.89,-4.59,103307279.1
9.6,9.8,-6.89,-4.59,111109301
9.8,10,-6.89,-4.59,120851412.5
2,2.2,-4.59,-2.29,0
2.2,2.4,-4.59,-2.29,0
2.4,2.6,-4.59,-2.29,4.65
2.6,2.8,-4.59,-2.29,26.79
2.8,3,-4.59,-2.29,82.52
3,3.2,-4.59,-2.29,282.27
3.2,3.4,-4.59,-2.29,742.02
3.4,3.6,-4.59,-2.29,1858.97
3.6,3.8,-4.59,-2.29,5308.32
3.8,4,-4.59,-2.29,10807.29
4,4.2,-4.59,-2.29,28665.04
4.2,4.4,-4.59,-2.29,53634.43
4.4,4.6,-4.59,-2.29,111174.74
4.6,4.8,-4.59,-2.29,200553.44
4.8,5,-4.59,-2.29,321253.63
5,5.2,-4.59,-2.29,534896.65
5.2,5.4,-4.59,-2.29,820838.34
5.4,5.6,-4.59,-2.29,1273014.15
5.6,5.8,-4.59,-2.29,1690313.71
5.8,6,-4.59,-2.29,2750845.71
6,6.2,-4.59,-2.29,3545856.71
6.2,6.4,-4.59,-2.29,5240852.99
6.4,6.6,-4.59,-2.29,6643161.22
6.6,6.8,-4.59,-2.29,8713185.31
6.8,7,-4.59,-2.29,12193736.68
7,7.2,-4.59,-2.29,15410930.3
7.2,7.4,-4.59,-2.29,19797456.99
7.4,7.6,-4.59,-2.29,25826957.01
7.6,7.8,-4.59,-2.29,32119284.7
7.8,8,-4.59,-2.29,40610219.79
8,8.2,-4.59,-2.29,53401811.43
8.2,8.4,-4.59,-2.29,59151863.08
8.4,8.6,-4.59,-2.29,74018592.95
8.6,8.8,-4.59,-2.29,87637544.59
8.8,9,-4.59,-2.29,102998668.3
9,9.2,-4.59,-2.29,119723484
9.2,9.4,-4.59,-2.29,145470689.7
9.4,9.6,-4.59,-2.29,160366565.3
9.6,9.8,-4.59,-2.29,194820317.9
9.8,10,-4.59,-2.29,229124515.1
2,2.2,-2.29,0,0.24
2.2,2.4,-2.29,0,1.47
2.4,2.6,-2.29,0,12.43
2.6,2.8,-2.29,0,44.97
2.8,3,-2.29,0,194.29
3,3.2,-2.29,0,566.02
3.2,3.4,-2.29,0,1179.16
3.4,3.6,-2.29,0,3429.95
3.6,3.8,-2.29,0,7619.64
3.8,4,-2.29,0,19697.51
4,4.2,-2.29,0,35955.97
4.2,4.4,-2.29,0,75215.43
4.4,4.6,-2.29,0,139198.03
4.6,4.8,-2.29,0,246493.62
4.8,5,-2.29,0,356160.44
5,5.2,-2.29,0,621586.1
5.2,5.4,-2.29,0,930228.65
5.4,5.6,-2.29,0,1377345
5.6,5.8,-2.29,0,2163552.35
5.8,6,-2.29,0,2993904.33
6,6.2,-2.29,0,3942362.09
6.2,6.4,-2.29,0,5665247.82
6.4,6.6,-2.29,0,7465736.05
6.6,6.8,-2.29,0,10055761.9
6.8,7,-2.29,0,13050850.57
7,7.2,-2.29,0,16368390.48
7.2,7.4,-2.29,0,21954805.06
7.4,7.6,-2.29,0,26342338.04
7.6,7.8,-2.29,0,35035727.6
7.8,8,-2.29,0,44079631.68
8,8.2,-2.29,0,53681300.61
8.2,8.4,-2.29,0,63596399.6
8.4,8.6,-2.29,0,80726614.57
8.6,8.8,-2.29,0,96159921.28
8.8,9,-2.29,0,122539710.5
9,9.2,-2.29,0,141979382
9.2,9.4,-2.29,0,164192504.3
9.4,9.6,-2.29,0,195149256.2
9.6,9.8,-2.29,0,224219735.8
9.8,10,-2.29,0,262808999.9
2,2.2,0,2.29,0
2.2,2.4,0,2.29,1.51
2.4,2.6,0,2.29,14.83
2.6,2.8,0,2.29,38.79
2.8,3,0,2.29,205.86
3,3.2,0,2.29,529.05
3.2,3.4,0,2.29,1641.07
3.4,3.6,0,2.29,3479.77
3.6,3.8,0,2.29,8451.51
3.8,4,0,2.29,20768.01
4,4.2,0,2.29,40181.85
4.2,4.4,0,2.29,82082.54
4.4,4.6,0,2.29,140480.08
4.6,4.8,0,2.29,243685.61
4.8,5,0,2.29,412492.05
5,5.2,0,2.29,664993.22
5.2,5.4,0,2.29,953169.38
5.4,5.6,0,2.29,1411966.82
5.6,5.8,0,2.29,2159567.18
5.8,6,0,2.29,3007399.95
6,6.2,0,2.29,4081971.09
6.2,6.4,0,2.29,5626374.97
6.4,6.6,0,2.29,7855479.59
6.6,6.8,0,2.29,10034349.49
6.8,7,0,2.29,13196217.8
7,7.2,0,2.29,17035522.98
7.2,7.4,0,2.29,20912854.66
7.4,7.6,0,2.29,26052809.1
7.6,7.8,0,2.29,33369315.67
7.8,8,0,2.29,40524648.33
8,8.2,0,2.29,48370251.58
8.2,8.4,0,2.29,59974324.98
8.4,8.6,0,2.29,72774529.99
8.6,8.8,0,2.29,79415378.62
8.8,9,0,2.29,90262603.47
9,9.2,0,2.29,106491572.5
9.2,9.4,0,2.29,120466719.5
9.4,9.6,0,2.29,118828084.3
9.6,9.8,0,2.29,135028270.6
9.8,10,0,2.29,154836307
2,2.2,2.29,4.59,0
2.2,2.4,2.29,4.59,0.85
2.4,2.6,2.29,4.59,15.87
2.6,2.8,2.29,4.59,53.36
2.8,3,2.29,4.59,203.61
3,3.2,2.29,4.59,523.83
3.2,3.4,2.29,4.59,1485.16
3.4,3.6,2.29,4.59,3692.7
3.6,3.8,2.29,4.59,8968.12
3.8,4,2.29,4.59,18382.75
4,4.2,2.29,4.59,43237.62
4.2,4.4,2.29,4.59,86198.37
4.4,4.6,2.29,4.59,167264.24
4.6,4.8,2.29,4.59,280189.74
4.8,5,2.29,4.59,447160.16
5,5.2,2.29,4.59,738347.37
5.2,5.4,2.29,4.59,1101433.74
5.4,5.6,2.29,4.59,1766777.28
5.6,5.8,2.29,4.59,2435431.92
5.8,6,2.29,4.59,3549959.11
6,6.2,2.29,4.59,4762771.69
6.2,6.4,2.29,4.59,6288887.52
6.4,6.6,2.29,4.59,8239793.22
6.6,6.8,2.29,4.59,11642384.44
6.8,7,2.29,4.59,14021356.04
7,7.2,2.29,4.59,16860300.24
7.2,7.4,2.29,4.59,20438804.5
7.4,7.6,2.29,4.59,24652497.8
7.6,7.8,2.29,4.59,30781228.43
7.8,8,2.29,4.59,35521053.92
8,8.2,2.29,4.59,39275882.62
8.2,8.4,2.29,4.59,45485241.56
8.4,8.6,2.29,4.59,46210743.01
8.6,8.8,2.29,4.59,46354271.99
8.8,9,2.29,4.59,46223685.73
9,9.2,2.29,4.59,40007555.98
9.2,9.4,2.29,4.59,38028386.89
9.4,9.6,2.29,4.59,35845160.1
9.6,9.8,2.29,4.59,27385464.58
9.8,10,2.29,4.59,25076986.54
2,2.2,4.59,6.89,0
2.2,2.4,4.59,6.89,2
2.4,2.6,4.59,6.89,18.1
2.6,2.8,4.59,6.89,79.76
2.8,3,4.59,6.89,195.36
3,3.2,4.59,6.89,623.42
3.2,3.4,4.59,6.89,1541.58
3.4,3.6,4.59,6.89,3839.5
3.6,3.8,4.59,6.89,9748.75
3.8,4,4.59,6.89,20140.54
4,4.2,4.59,6.89,46273.47
4.2,4.4,4.59,6.89,98690.22
4.4,4.6,4.59,6.89,180979.81
4.6,4.8,4.59,6.89,313695.57
4.8,5,4.59,6.89,525802.84
5,5.2,4.59,6.89,868190.49
5.2,5.4,4.59,6.89,1266366.68
5.4,5.6,4.59,6.89,1968302.86
5.6,5.8,4.59,6.89,3015119.87
5.8,6,4.59,6.89,3771142.31
6,6.2,4.59,6.89,5050009.63
6.2,6.4,4.59,6.89,6199676.57
6.4,6.6,4.59,6.89,7984430.82
6.6,6.8,4.59,6.89,10091867.53
6.8,7,4.59,6.89,11838393.88
7,7.2,4.59,6.89,15165442.06
7.2,7.4,4.59,6.89,17200288.28
7.4,7.6,4.59,6.89,17032344.76
7.6,7.8,4.59,6.89,21141603.05
7.8,8,4.59,6.89,20267237.11
8,8.2,4.59,6.89,21574009.87
8.2,8.4,4.59,6.89,22301405.91
8.4,8.6,4.59,6.89,16727039.72
8.6,8.8,4.59,6.89,16745115.8
8.8,9,4.59,6.89,13207234.95
9,9.2,4.59,6.89,11401211.79
9.2,9.4,4.59,6.89,7146450.09
9.4,9.6,4.59,6.89,6458280.02
9.6,9.8,4.59,6.89,2987219.6
9.8,10,4.59,6.89,4316521.03
2,2.2,6.89,9.21,0.35
2.2,2.4,6.89,9.21,3.46
2.4,2.6,6.89,9.21,22.87
2.6,2.8,6.89,9.21,70.89
2.8,3,6.89,9.21,225.45
3,3.2,6.89,9.21,568.36
3.2,3.4,6.89,9.21,1685.2
3.4,3.6,6.89,9.21,4173.76
3.6,3.8,6.89,9.21,10595.46
3.8,4,6.89,9.21,24769.11
4,4.2,6.89,9.21,50288.51
4.2,4.4,6.89,9.21,106134.98
4.4,4.6,6.89,9.21,214778.56
4.6,4.8,6.89,9.21,362990.49
4.8,5,6.89,9.21,566861.07
5,5.2,6.89,9.21,922215.65
5.2,5.4,6.89,9.21,1339578.8
5.4,5.6,6.89,9.21,1852380.27
5.6,5.8,6.89,9.21,2462299.06
5.8,6,6.89,9.21,3363033.94
6,6.2,6.89,9.21,4233027.06
6.2,6.4,6.89,9.21,5620846.17
6.4,6.6,6.89,9.21,6959325.79
6.6,6.8,6.89,9.21,7660129.45
6.8,7,6.89,9.21,8807970.13
7,7.2,6.89,9.21,10015932.97
7.2,7.4,6.89,9.21,11507321.83
7.4,7.6,6.89,9.21,12341359.05
7.6,7.8,6.89,9.21,11366429.93
7.8,8,6.89,9.21,11722285.56
8,8.2,6.89,9.21,10564851.49
8.2,8.4,6.89,9.21,7914543.11
8.4,8.6,6.89,9.21,5362557.01
8.6,8.8,6.89,9.21,3641798.89
8.8,9,6.89,9.21,5303451.28
9,9.2,6.89,9.21,2078207.34
9.2,9.4,6.89,9.21,1920515.71
9.4,9.6,6.89,9.21,371014.61
9.6,9.8,6.89,9.21,1340146.57
9.8,10,6.89,9.21,0
2,2.2,9.21,11.54,0
2.2,2.4,9.21,11.54,3.07
2.4,2.6,9.21,11.54,17.27
2.6,2.8,9.21,11.54,87.67
2.8,3,9.21,11.54,222.09
3,3.2,9.21,11.54,657.33
3.2,3.4,9.21,11.54,1601.52
3.4,3.6,9.21,11.54,4056.66
3.6,3.8,9.21,11.54,12238.79
3.8,4,9.21,11.54,27212.78
4,4.2,9.21,11.54,56974.08
4.2,4.4,9.21,11.54,119961.93
4.4,4.6,9.21,11.54,219111.94
4.6,4.8,9.21,11.54,364868.19
4.8,5,9.21,11.54,592464.09
5,5.2,9.21,11.54,904482.68
5.2,5.4,9.21,11.54,1245929.73
5.4,5.6,9.21,11.54,1869267.72
5.6,5.8,9.21,11.54,2413311.16
5.8,6,9.21,11.54,2919273.02
6,6.2,9.21,11.54,3859568.35
6.2,6.4,9.21,11.54,4883969.94
6.4,6.6,9.21,11.54,5943227.55
6.6,6.8,9.21,11.54,6400594.24
6.8,7,9.21,11.54,6700296.1
7,7.2,9.21,11.54,7550249.64
7.2,7.4,9.21,11.54,7447632.87
7.4,7.6,9.21,11.54,7429817.29
7.6,7.8,9.21,11.54,6081131.57
7.8,8,9.21,11.54,5630375.71
8,8.2,9.21,11.54,4806752.58
8.2,8.4,9.21,11.54,4989217.23
8.4,8.6,9.21,11.54,2966468.34
8.6,8.8,9.21,11.54,1118517.18
8.8,9,9.21,11.54,657997.67
9,9.2,9.21,11.54,972858.38
9.2,9.4,9.21,11.54,193505.31
9.4,9.6,9.21,11.54,0
9.6,9.8,9.21,11.54,324744.35
9.8,10,9.21,11.54,25252.77
2,2.2,11.54,13.89,0.25
2.2,2.4,11.54,13.89,3.57
2.4,2.6,11.54,13.89,15.29
2.6,2.8,11.54,13.89,69.85
2.8,3,11.54,13.89,264.9
3,3.2,11.54,13.89,697.35
3.2,3.4,11.54,13.89,1652.44
3.4,3.6,11.54,13.89,4768.03
3.6,3.8,11.54,13.89,12988.74
3.8,4,11.54,13.89,31918.16
4,4.2,11.54,13.89,66347.07
4.2,4.4,11.54,13.89,117940.63
4.4,4.6,11.54,13.89,221410.14
4.6,4.8,11.54,13.89,361730.45
4.8,5,11.54,13.89,514684.02
5,5.2,11.54,13.89,801873.27
5.2,5.4,11.54,13.89,1232090.73
5.4,5.6,11.54,13.89,1629009.2
5.6,5.8,11.54,13.89,2268047.88
5.8,6,11.54,13.89,2668326.32
6,6.2,11.54,13.89,3460764.6
6.2,6.4,11.54,13.89,4097694.39
6.4,6.6,11.54,13.89,4532456.19
6.6,6.8,11.54,13.89,5178768.96
6.8,7,11.54,13.89,4882558.79
7,7.2,11.54,13.89,5575227.51
7.2,7.4,11.54,13.89,5026675.91
7.4,7.6,11.54,13.89,5220841.92
7.6,7.8,11.54,13.89,4220461.03
7.8,8,11.54,13.89,4281989.28
8,8.2,11.54,13.89,2920979.9
8.2,8.4,11.54,13.89,2312958.5
8.4,8.6,11.54,13.89,2624305.69
8.6,8.8,11.54,13.89,878082.17
8.8,9,11.54,13.89,523248.86
9,9.2,11.54,13.89,629629.66
9.2,9.4,11.54,13.89,0
9.4,9.6,11.54,13.89,12678.7
9.6,9.8,11.54,13.89,147146.79
9.8,10,11.54,13.89,0
2,2.2,13.89,16.26,0
2.2,2.4,13.89,16.26,4.62
2.4,2.6,13.89,16.26,16.26
2.6,2.8,13.89,16.26,75.42
2.8,3,13.89,16.26,182.51
3,3.2,13.89,16.26,608.73
3.2,3.4,13.89,16.26,2043.16
3.4,3.6,13.89,16.26,6080.32
3.6,3.8,13.89,16.26,14548.9
3.8,4,13.89,16.26,32105.74
4,4.2,13.89,16.26,64683.46
4.2,4.4,13.89,16.26,126543.95
4.4,4.6,13.89,16.26,205776.71
4.6,4.8,13.89,16.26,340714.52
4.8,5,13.89,16.26,548891.79
5,5.2,13.89,16.26,781206.86
5.2,5.4,13.89,16.26,1137165.69
5.4,5.6,13.89,16.26,1596975.83
5.6,5.8,13.89,16.26,1872314.48
5.8,6,13.89,16.26,2502849.19
6,6.2,13.89,16.26,2842591.37
6.2,6.4,13.89,16.26,3469055.62
6.4,6.6,13.89,16.26,3890208.95
6.6,6.8,13.89,16.26,3884307.72
6.8,7,13.89,16.26,4220786.2
7,7.2,13.89,16.26,4082780.17
7.2,7.4,13.89,16.26,4153340.82
7.4,7.6,13.89,16.26,3960615.68
7.6,7.8,13.89,16.26,3458853.51
7.8,8,13.89,16.26,2495069.21
8,8.2,13.89,16.26,1489639.44
8.2,8.4,13.89,16.26,1383877.56
8.4,8.6,13.89,16.26,383736.89
8.6,8.8,13.89,16.26,328459.77
8.8,9,13.89,16.26,555445.73
9,9.2,13.89,16.26,77504.73
9.2,9.4,13.89,16.26,0
9.4,9.6,13.89,16.26,0
9.6,9.8,13.89,16.26,68399.89
9.8,10,13.89,16.26,0
2,2.2,16.26,18.66,0.19
2.2,2.4,16.26,18.66,2.18
2.4,2.6,16.26,18.66,16.98
2.6,2.8,16.26,18.66,68.25
2.8,3,16.26,18.66,284.43
3,3.2,16.26,18.66,640.82
3.2,3.4,16.26,18.66,2094.33
3.4,3.6,16.26,18.66,7105.44
3.6,3.8,16.26,18.66,14766.09
3.8,4,16.26,18.66,32206.32
4,4.2,16.26,18.66,63117.76
4.2,4.4,16.26,18.66,112024.5
4.4,4.6,16.26,18.66,188748.33
4.6,4.8,16.26,18.66,314359.69
4.8,5,16.26,18.66,524374.95
5,5.2,16.26,18.66,771783.75
5.2,5.4,16.26,18.66,1016341.3
5.4,5.6,16.26,18.66,1302336.29
5.6,5.8,16.26,18.66,1651449.83
5.8,6,16.26,18.66,2070487.1
6,6.2,16.26,18.66,2451744.69
6.2,6.4,16.26,18.66,2598520.42
6.4,6.6,16.26,18.66,3034233.51
6.6,6.8,16.26,18.66,3673489.89
6.8,7,16.26,18.66,3132934.37
7,7.2,16.26,18.66,2709940.39
