E_nu/GeV_min,E_nu/GeV_max,Dec_nu_min_deg,Dec_nu_max_deg,A_Eff_cm2
2.4,2.6,-21.1,-18.66,0.01
2.6,2.8,-21.1,-18.66,0
2.8,3,-21.1,-18.66,0.07
3,3.2,-21.1,-18.66,0.28
3.2,3.4,-21.1,-18.66,0.1
3.4,3.6,-21.1,-18.66,0
3.6,3.8,-21.1,-18.66,1.52
3.8,4,-21.1,-18.66,2.06
4,4.2,-21.1,-18.66,0
4.2,4.4,-21.1,-18.66,0
4.4,4.6,-21.1,-18.66,106.97
4.6,4.8,-21.1,-18.66,2061.62
4.8,5,-21.1,-18.66,13640.24
5,5.2,-21.1,-18.66,55720.14
5.2,5.4,-21.1,-18.66,145486.64
5.4,5.6,-21.1,-18.66,354309.85
5.6,5.8,-21.1,-18.66,709689.73
5.8,6,-21.1,-18.66,1210408.41
6,6.2,-21.1,-18.66,1876441.96
6.2,6.4,-21.1,-18.66,2768916.47
6.4,6.6,-21.1,-18.66,3947631.33
6.6,6.8,-21.1,-18.66,5228608.21
6.8,7,-21.1,-18.66,6962152.45
7,7.2,-21.1,-18.66,8823196.31
7.2,7.4,-21.1,-18.66,11387014.91
7.4,7.6,-21.1,-18.66,15354490.98
7.6,7.8,-21.1,-18.66,18462114.44
7.8,8,-21.1,-18.66,22754650.78
8,8.2,-21.1,-18.66,26561807.26
8.2,8.4,-21.1,-18.66,31245038.76
8.4,8.6,-21.1,-18.66,38738976.72
8.6,8.8,-21.1,-18.66,46133507.2
8.8,9,-21.1,-18.66,55441901.91
9,9.2,-21.1,-18.66,0
9.2,9.4,-21.1,-18.66,0
9.4,9.6,-21.1,-18.66,0
9.6,9.8,-21.1,-18.66,0
9.8,10,-21.1,-18.66,0
2,2.2,-18.66,-16.26,0
2.2,2.4,-18.66,-16.26,0
2.4,2.6,-18.66,-16.26,0
2.6,2.8,-18.66,-16.26,0
2.8,3,-18.66,-16.26,0
3,3.2,-18.66,-16.26,0
3.2,3.4,-18.66,-16.26,1.1
3.4,3.6,-18.66,-16.26,0
3.6,3.8,-18.66,-16.26,0
3.8,4,-18.66,-16.26,0
4,4.2,-18.66,-16.26,44.34
4.2,4.4,-18.66,-16.26,33.5
4.4,4.6,-18.66,-16.26,898.34
4.6,4.8,-18.66,-16.26,5004.91
4.8,5,-18.66,-16.26,27219.84
5,5.2,-18.66,-16.26,95784.22
5.2,5.4,-18.66,-16.26,215412.55
5.4,5.6,-18.66,-16.26,463349.89
5.6,5.8,-18.66,-16.26,844562.55
5.8,6,-18.66,-16.26,1389698.46
6,6.2,-18.66,-16.26,2177848.43
6.2,6.4,-18.66,-16.26,3074761.5
6.4,6.6,-18.66,-16.26,4385663.84
6.6,6.8,-18.66,-16.26,5904417.93
6.8,7,-18.66,-16.26,7955146.89
7,7.2,-18.66,-16.26,9783049.15
7.2,7.4,-18.66,-16.26,13156428.61
7.4,7.6,-18.66,-16.26,15332447.3
7.6,7.8,-18.66,-16.26,20035884.05
7.8,8,-18.66,-16.26,25012746.62
8,8.2,-18.66,-16.26,30517442.05
8.2,8.4,-18.66,-16.26,35883244.1
8.4,8.6,-18.66,-16.26,43230433.42
8.6,8.8,-18.66,-16.26,47768888.42
8.8,9,-18.66,-16.26,64262017.69
9,9.2,-18.66,-16.26,0
9.2,9.4,-18.66,-16.26,0
9.4,9.6,-18.66,-16.26,0
9.6,9.8,-18.66,-16.26,0
9.8,10,-18.66,-16.26,0
2,2.2,-16.26,-13.89,0
2.2,2.4,-16.26,-13.89,0.01
2.4,2.6,-16.26,-13.89,0.01
2.6,2.8,-16.26,-13.89,0.01
2.8,3,-16.26,-13.89,0.03
3,3.2,-16.26,-13.89,0.06
3.2,3.4,-16.26,-13.89,0
3.4,3.6,-16.26,-13.89,0.56
3.6,3.8,-16.26,-13.89,3.88
3.8,4,-16.26,-13.89,2.92
4,4.2,-16.26,-13.89,13.19
4.2,4.4,-16.26,-13.89,204.66
4.4,4.6,-16.26,-13.89,1518.19
4.6,4.8,-16.26,-13.89,11254.36
4.8,5,-16.26,-13.89,35956.07
5,5.2,-16.26,-13.89,112973.27
5.2,5.4,-16.26,-13.89,264960.82
5.4,5.6,-16.26,-13.89,540228.2
5.6,5.8,-16.26,-13.89,1005983.74
5.8,6,-16.26,-13.89,1582244.53
6,6.2,-16.26,-13.89,2391568.31
6.2,6.4,-16.26,-13.89,3470286.32
6.4,6.6,-16.26,-13.89,4905965.61
6.6,6.8,-16.26,-13.89,6612212.96
6.8,7,-16.26,-13.89,8854006.14
7,7.2,-16.26,-13.89,11597822.37
7.2,7.4,-16.26,-13.89,13926688.04
7.4,7.6,-16.26,-13.89,17872939.75
7.6,7.8,-16.26,-13.89,22721334.46
7.8,8,-16.26,-13.89,27577282.91
8,8.2,-16.26,-13.89,33034046.67
8.2,8.4,-16.26,-13.89,43299071.82
8.4,8.6,-16.26,-13.89,49883962.93
8.6,8.8,-16.26,-13.89,57241580.77
8.8,9,-16.26,-13.89,68896830.95
9,9.2,-16.26,-13.89,0
9.2,9.4,-16.26,-13.89,0
9.4,9.6,-16.26,-13.89,0
9.6,9.8,-16.26,-13.89,0
9.8,10,-16.26,-13.89,0
2,2.2,-13.89,-11.54,0
2.2,2.4,-13.89,-11.54,0
2.4,2.6,-13.89,-11.54,0
2.6,2.8,-13.89,-11.54,0.03
2.8,3,-13.89,-11.54,0.19
3,3.2,-13.89,-11.54,0.33
3.2,3.4,-13.89,-11.54,1.55
3.4,3.6,-13.89,-11.54,2.13
3.6,3.8,-13.89,-11.54,7.85
3.8,4,-13.89,-11.54,45.88
4,4.2,-13.89,-11.54,134.35
4.2,4.4,-13.89,-11.54,724.52
4.4,4.6,-13.89,-11.54,4105.74
4.6,4.8,-13.89,-11.54,18335.11
4.8,5,-13.89,-11.54,58726.17
5,5.2,-13.89,-11.54,164145.94
5.2,5.4,-13.89,-11.54,359694.58
5.4,5.6,-13.89,-11.54,653512.89
5.6,5.8,-13.89,-11.54,1115542.52
5.8,6,-13.89,-11.54,1779119.27
6,6.2,-13.89,-11.54,2802570.83
6.2,6.4,-13.89,-11.54,3793704.43
6.4,6.6,-13.89,-11.54,5518445.18
6.6,6.8,-13.89,-11.54,7566245.33
6.8,7,-13.89,-11.54,9846721.84
7,7.2,-13.89,-11.54,12445993.39
7.2,7.4,-13.89,-11.54,16684340.56
7.4,7.6,-13.89,-11.54,20566111.89
7.6,7.8,-13.89,-11.54,26484078.2
7.8,8,-13.89,-11.54,31905493.34
8,8.2,-13.89,-11.54,41147494.99
8.2,8.4,-13.89,-11.54,49148147.97
8.4,8.6,-13.89,-11.54,55175875.16
8.6,8.8,-13.89,-11.54,67130702.58
8.8,9,-13.89,-11.54,83671827.46
9,9.2,-13.89,-11.54,0
9.2,9.4,-13.89,-11.54,0
9.4,9.6,-13.89,-11.54,0
9.6,9.8,-13.89,-11.54,0
9.8,10,-13.89,-11.54,0
2,2.2,-11.54,-9.21,0
2.2,2.4,-11.54,-9.21,0.01
2.4,2.6,-11.54,-9.21,0.08
2.6,2.8,-11.54,-9.21,0.19
2.8,3,-11.54,-9.21,0.38
3,3.2,-11.54,-9.21,1.62
3.2,3.4,-11.54,-9.21,5.6
3.4,3.6,-11.54,-9.21,13.94
3.6,3.8,-11.54,-9.21,39.84
3.8,4,-11.54,-9.21,211.49
4,4.2,-11.54,-9.21,735.55
4.2,4.4,-11.54,-9.21,3419.63
4.4,4.6,-11.54,-9.21,12401.52
4.6,4.8,-11.54,-9.21,39936.24
4.8,5,-11.54,-9.21,106611.29
5,5.2,-11.54,-9.21,237503.93
5.2,5.4,-11.54,-9.21,473737.5
5.4,5.6,-11.54,-9.21,812918.42
5.6,5.8,-11.54,-9.21,1322287.13
5.8,6,-11.54,-9.21,2114678.72
6,6.2,-11.54,-9.21,3234246.06
6.2,6.4,-11.54,-9.21,4464524.98
6.4,6.6,-11.54,-9.21,6310732.83
6.6,6.8,-11.54,-9.21,8558581.65
6.8,7,-11.54,-9.21,11312797.01
7,7.2,-11.54,-9.21,14537631.52
7.2,7.4,-11.54,-9.21,18870977.09
7.4,7.6,-11.54,-9.21,25457334.55
7.6,7.8,-11.54,-9.21,31195513.12
7.8,8,-11.54,-9.21,35999948.77
8,8.2,-11.54,-9.21,49234172.27
8.2,8.4,-11.54,-9.21,56675762.32
8.4,8.6,-11.54,-9.21,67884202.18
8.6,8.8,-11.54,-9.21,79587241.23
8.8,9,-11.54,-9.21,96478824.77
9,9.2,-11.54,-9.21,0
9.2,9.4,-11.54,-9.21,0
9.4,9.6,-11.54,-9.21,0
9.6,9.8,-11.54,-9.21,0
9.8,10,-11.54,-9.21,0
2,2.2,-9.21,-6.89,0.04
2.2,2.4,-9.21,-6.89,0.33
2.4,2.6,-9.21,-6.89,1.27
2.6,2.8,-9.21,-6.89,4.65
2.8,3,-9.21,-6.89,12.58
3,3.2,-9.21,-6.89,38.06
3.2,3.4,-9.21,-6.89,93.46
3.4,3.6,-9.21,-6.89,352.07
3.6,3.8,-9.21,-6.89,1036.24
3.8,4,-9.21,-6.89,2782.19
4,4.2,-9.21,-6.89,7545.14
4.2,4.4,-9.21,-6.89,19360.65
4.4,4.6,-9.21,-6.89,48597.7
4.6,4.8,-9.21,-6.89,101671.47
4.8,5,-9.21,-6.89,210879.23
5,5.2,-9.21,-6.89,404952.01
5.2,5.4,-9.21,-6.89,651992.72
5.4,5.6,-9.21,-6.89,1189451.07
5.6,5.8,-9.21,-6.89,1798165.12
5.8,6,-9.21,-6.89,2631559.88
6,6.2,-9.21,-6.89,3977780.56
6.2,6.4,-9.21,-6.89,5454180.03
6.4,6.6,-9.21,-6.89,7592125.37
6.6,6.8,-9.21,-6.89,10324453.76
6.8,7,-9.21,-6.89,13454207.5
7,7.2,-9.21,-6.89,18910118.83
7.2,7.4,-9.21,-6.89,20990587.16
7.4,7.6,-9.21,-6.89,29276575.91
7.6,7.8,-9.21,-6.89,35827976.33
7.8,8,-9.21,-6.89,42496107.69
8,8.2,-9.21,-6.89,53503303.94
8.2,8.4,-9.21,-6.89,64517316.66
8.4,8.6,-9.21,-6.89,86217627.11
8.6,8.8,-9.21,-6.89,96639800.13
8.8,9,-9.21,-6.89,108285044.9
9,9.2,-9.21,-6.89,0
9.2,9.4,-9.21,-6.89,0
9.4,9.6,-9.21,-6.89,0
9.6,9.8,-9.21,-6.89,0
9.8,10,-9.21,-6.89,0
2,2.2,-6.89,-4.59,0.39
2.2,2.4,-6.89,-4.59,3.73
2.4,2.6,-6.89,-4.59,17.54
2.6,2.8,-6.89,-4.59,63.9
2.8,3,-6.89,-4.59,189.71
3,3.2,-6.89,-4.59,530.39
3.2,3.4,-6.89,-4.59,1324.65
3.4,3.6,-6.89,-4.59,3167.86
3.6,3.8,-6.89,-4.59,7325.1
3.8,4,-6.89,-4.59,16923.25
4,4.2,-6.89,-4.59,35188.38
4.2,4.4,-6.89,-4.59,70330.63
4.4,4.6,-6.89,-4.59,132343.09
4.6,4.8,-6.89,-4.59,230733.84
4.8,5,-6.89,-4.59,415031.06
5,5.2,-6.89,-4.59,688769.49
5.2,5.4,-6.89,-4.59,1076022.06
5.4,5.6,-6.89,-4.59,1670102.53
5.6,5.8,-6.89,-4.59,2412690.35
5.8,6,-6.89,-4.59,3453680.07
6,6.2,-6.89,-4.59,4960707.73
6.2,6.4,-6.89,-4.59,6765304.5
6.4,6.6,-6.89,-4.59,8799924.86
6.6,6.8,-6.89,-4.59,12376539.91
6.8,7,-6.89,-4.59,15623972.25
7,7.2,-6.89,-4.59,22953516.57
7.2,7.4,-6.89,-4.59,25718637.8
7.4,7.6,-6.89,-4.59,32400744.64
7.6,7.8,-6.89,-4.59,44296818.51
7.8,8,-6.89,-4.59,53113292.09
8,8.2,-6.89,-4.59,65754054.7
8.2,8.4,-6.89,-4.59,78402931.16
8.4,8.6,-6.89,-4.59,98449207.45
8.6,8.8,-6.89,-4.59,117034407.1
8.8,9,-6.89,-4.59,142796973.6
9,9.2,-6.89,-4.59,0
9.2,9.4,-6.89,-4.59,0
9.4,9.6,-6.89,-4.59,0
9.6,9.8,-6.89,-4.59,0
9.8,10,-6.89,-4.59,0
2,2.2,-4.59,-2.29,1.3
2.2,2.4,-4.59,-2.29,12.72
2.4,2.6,-4.59,-2.29,61.9
2.6,2.8,-4.59,-2.29,211.12
2.8,3,-4.59,-2.29,609.51
3,3.2,-4.59,-2.29,1561.1
3.2,3.4,-4.59,-2.29,3812.14
3.4,3.6,-4.59,-2.29,8673.91
3.6,3.8,-4.59,-2.29,18544.99
3.8,4,-4.59,-2.29,38002.09
4,4.2,-4.59,-2.29,74262.61
4.2,4.4,-4.59,-2.29,134799.1
4.4,4.6,-4.59,-2.29,238216.42
4.6,4.8,-4.59,-2.29,389146.71
4.8,5,-4.59,-2.29,641653.54
5,5.2,-4.59,-2.29,955515.54
5.2,5.4,-4.59,-2.29,1473763.39
5.4,5.6,-4.59,-2.29,2163758.89
5.6,5.8,-4.59,-2.29,3092847.39
5.8,6,-4.59,-2.29,4252289.24
6,6.2,-4.59,-2.29,5782858.2
6.2,6.4,-4.59,-2.29,7646608.01
6.4,6.6,-4.59,-2.29,10270729.32
6.6,6.8,-4.59,-2.29,14379921.41
6.8,7,-4.59,-2.29,18758500.5
7,7.2,-4.59,-2.29,22322841.36
7.2,7.4,-4.59,-2.29,28578741.08
7.4,7.6,-4.59,-2.29,35529077.68
7.6,7.8,-4.59,-2.29,42900822.8
7.8,8,-4.59,-2.29,59017341.58
8,8.2,-4.59,-2.29,71228499.99
8.2,8.4,-4.59,-2.29,84911194.88
8.4,8.6,-4.59,-2.29,99994102.28
8.6,8.8,-4.59,-2.29,135976851.4
8.8,9,-4.59,-2.29,161951811.4
9,9.2,-4.59,-2.29,0
9.2,9.4,-4.59,-2.29,0
9.4,9.6,-4.59,-2.29,0
9.6,9.8,-4.59,-2.29,0
9.8,10,-4.59,-2.29,0
2,2.2,-2.29,0,2.47
2.2,2.4,-2.29,0,22.84
2.4,2.6,-2.29,0,108.94
2.6,2.8,-2.29,0,363.79
2.8,3,-2.29,0,1039.7
3,3.2,-2.29,0,2657.19
3.2,3.4,-2.29,0,6308.49
3.4,3.6,-2.29,0,14049.96
3.6,3.8,-2.29,0,28996.3
3.8,4,-2.29,0,58812.39
4,4.2,-2.29,0,107311.14
4.2,4.4,-2.29,0,196176.83
4.4,4.6,-2.29,0,327321.11
4.6,4.8,-2.29,0,548174.07
4.8,5,-2.29,0,832509.93
5,5.2,-2.29,0,1217685.11
5.2,5.4,-2.29,0,1849840.81
5.4,5.6,-2.29,0,2604352.64
5.6,5.8,-2.29,0,3545410.19
5.8,6,-2.29,0,4943919.34
6,6.2,-2.29,0,6853483.14
6.2,6.4,-2.29,0,8970066.94
6.4,6.6,-2.29,0,12350717.27
6.6,6.8,-2.29,0,15460317.11
6.8,7,-2.29,0,20489893.91
7,7.2,-2.29,0,24998797.36
7.2,7.4,-2.29,0,36532000.71
7.4,7.6,-2.29,0,45269898.8
7.6,7.8,-2.29,0,50166190.67
7.8,8,-2.29,0,68248690.74
8,8.2,-2.29,0,78320373.95
8.2,8.4,-2.29,0,108861733
8.4,8.6,-2.29,0,118821889.4
8.6,8.8,-2.29,0,142455102.4
8.8,9,-2.29,0,169261408.8
9,9.2,-2.29,0,0
9.2,9.4,-2.29,0,0
9.4,9.6,-2.29,0,0
9.6,9.8,-2.29,0,0
9.8,10,-2.29,0,0
2,2.2,0,2.29,3.59
2.2,2.4,0,2.29,31.22
2.4,2.6,0,2.29,139.24
2.6,2.8,0,2.29,454.52
2.8,3,0,2.29,1259.19
3,3.2,0,2.29,3196.65
3.2,3.4,0,2.29,7432.19
3.4,3.6,0,2.29,16001.94
3.6,3.8,0,2.29,33738.09
3.8,4,0,2.29,65030.28
4,4.2,0,2.29,122500.51
4.2,4.4,0,2.29,214645.8
4.4,4.6,0,2.29,366875.14
4.6,4.8,0,2.29,575895.44
4.8,5,0,2.29,875145.04
5,5.2,0,2.29,1286877.15
5.2,5.4,0,2.29,1932841.59
5.4,5.6,0,2.29,2710809.24
5.6,5.8,0,2.29,3776821.95
5.8,6,0,2.29,5221703.27
6,6.2,0,2.29,7132927.78
6.2,6.4,0,2.29,9173372.84
6.4,6.6,0,2.29,11955963.79
6.6,6.8,0,2.29,15574331.39
6.8,7,0,2.29,20515382.98
7,7.2,0,2.29,23317597
7.2,7.4,0,2.29,32798408.28
7.4,7.6,0,2.29,38585371.66
7.6,7.8,0,2.29,52988358.45
7.8,8,0,2.29,53094762.6
8,8.2,0,2.29,76940141.9
8.2,8.4,0,2.29,86483076.22
8.4,8.6,0,2.29,106506635.9
8.6,8.8,0,2.29,113293627.5
8.8,9,0,2.29,125974397.3
9,9.2,0,2.29,0
9.2,9.4,0,2.29,0
9.4,9.6,0,2.29,0
9.6,9.8,0,2.29,0
9.8,10,0,2.29,0
2,2.2,2.29,4.59,4.72
2.2,2.4,2.29,4.59,37.43
2.4,2.6,2.29,4.59,158.9
2.6,2.8,2.29,4.59,499.05
2.8,3,2.29,4.59,1373.14
3,3.2,2.29,4.59,3393.55
3.2,3.4,2.29,4.59,7868.03
3.4,3.6,2.29,4.59,17200.85
3.6,3.8,2.29,4.59,34727.19
3.8,4,2.29,4.59,69551.22
4,4.2,2.29,4.59,126079.55
4.2,4.4,2.29,4.59,222606.49
4.4,4.6,2.29,4.59,355779.09
4.6,4.8,2.29,4.59,587820.58
4.8,5,2.29,4.59,902842.82
5,5.2,2.29,4.59,1329591.31
5.2,5.4,2.29,4.59,1869876.19
5.4,5.6,2.29,4.59,2673501.94
5.6,5.8,2.29,4.59,3694325.06
5.8,6,2.29,4.59,4886783.7
6,6.2,2.29,4.59,6326714.9
6.2,6.4,2.29,4.59,8252131.62
6.4,6.6,2.29,4.59,10557838.14
6.6,6.8,2.29,4.59,13181348.94
6.8,7,2.29,4.59,16247569.61
7,7.2,2.29,4.59,18976662.85
7.2,7.4,2.29,4.59,23404864.53
7.4,7.6,2.29,4.59,30299553.74
7.6,7.8,2.29,4.59,35193926.27
7.8,8,2.29,4.59,38920185.79
8,8.2,2.29,4.59,38094012.96
8.2,8.4,2.29,4.59,47047749.24
8.4,8.6,2.29,4.59,43882258.42
8.6,8.8,2.29,4.59,49380470.22
8.8,9,2.29,4.59,52222931.95
9,9.2,2.29,4.59,0
9.2,9.4,2.29,4.59,0
9.4,9.6,2.29,4.59,0
9.6,9.8,2.29,4.59,0
9.8,10,2.29,4.59,0
2,2.2,4.59,6.89,5.52
2.2,2.4,4.59,6.89,42.24
2.4,2.6,4.59,6.89,172.88
2.6,2.8,4.59,6.89,537.35
2.8,3,4.59,6.89,1433.35
3,3.2,4.59,6.89,3578.28
3.2,3.4,4.59,6.89,8300.77
3.4,3.6,4.59,6.89,17895.68
3.6,3.8,4.59,6.89,36592.01
3.8,4,4.59,6.89,68893.44
4,4.2,4.59,6.89,128840.44
4.2,4.4,4.59,6.89,217484.44
4.4,4.6,4.59,6.89,369041.37
4.6,4.8,4.59,6.89,565954.65
4.8,5,4.59,6.89,864317.98
5,5.2,4.59,6.89,1219300.02
5.2,5.4,4.59,6.89,1762052.49
5.4,5.6,4.59,6.89,2538371.2
5.6,5.8,4.59,6.89,3405130.17
5.8,6,4.59,6.89,4267971.96
6,6.2,4.59,6.89,5699317.3
6.2,6.4,4.59,6.89,7580719.85
6.4,6.6,4.59,6.89,8627942.13
6.6,6.8,4.59,6.89,10991398.18
6.8,7,4.59,6.89,13028867.86
7,7.2,4.59,6.89,17125214.95
7.2,7.4,4.59,6.89,18232247.66
7.4,7.6,4.59,6.89,21865805.49
7.6,7.8,4.59,6.89,21029630.59
7.8,8,4.59,6.89,23600664.91
8,8.2,4.59,6.89,26156354.89
8.2,8.4,4.59,6.89,25153223.15
8.4,8.6,4.59,6.89,20620563
8.6,8.8,4.59,6.89,20074007.07
8.8,9,4.59,6.89,20640271.32
9,9.2,4.59,6.89,0
9.2,9.4,4.59,6.89,0
9.4,9.6,4.59,6.89,0
9.6,9.8,4.59,6.89,0
9.8,10,4.59,6.89,0
2,2.2,6.89,9.21,6.17
2.2,2.4,6.89,9.21,45.57
2.4,2.6,6.89,9.21,181.95
2.6,2.8,6.89,9.21,554.69
2.8,3,6.89,9.21,1481.82
3,3.2,6.89,9.21,3647.03
3.2,3.4,6.89,9.21,8337.05
3.4,3.6,6.89,9.21,18339.77
3.6,3.8,6.89,9.21,37019.2
3.8,4,6.89,9.21,70797.68
4,4.2,6.89,9.21,129568.39
4.2,4.4,6.89,9.21,219007.87
4.4,4.6,6.89,9.21,352233.57
4.6,4.8,6.89,9.21,554009.69
4.8,5,6.89,9.21,843339.25
5,5.2,6.89,9.21,1213062.4
5.2,5.4,6.89,9.21,1693628.85
5.4,5.6,6.89,9.21,2297588.14
5.6,5.8,6.89,9.21,3011216.81
5.8,6,6.89,9.21,3849901.77
6,6.2,6.89,9.21,5113661.4
6.2,6.4,6.89,9.21,6517307.38
6.4,6.6,6.89,9.21,7726640.97
6.6,6.8,6.89,9.21,9038510.93
6.8,7,6.89,9.21,10362897.63
7,7.2,6.89,9.21,11452857.71
7.2,7.4,6.89,9.21,13441936.08
7.4,7.6,6.89,9.21,12227892.98
7.6,7.8,6.89,9.21,12757619.93
7.8,8,6.89,9.21,15150494.83
8,8.2,6.89,9.21,10614218.35
8.2,8.4,6.89,9.21,10544770.91
8.4,8.6,6.89,9.21,8830773.41
8.6,8.8,6.89,9.21,6980409.42
8.8,9,6.89,9.21,6878291.19
9,9.2,6.89,9.21,0
9.2,9.4,6.89,9.21,0
9.4,9.6,6.89,9.21,0
9.6,9.8,6.89,9.21,0
9.8,10,6.89,9.21,0
2,2.2,9.21,11.54,6.68
2.2,2.4,9.21,11.54,47.51
2.4,2.6,9.21,11.54,189.38
2.6,2.8,9.21,11.54,571.74
2.8,3,9.21,11.54,1513.27
3,3.2,9.21,11.54,3718.99
3.2,3.4,9.21,11.54,8439.66
3.4,3.6,9.21,11.54,18418.49
3.6,3.8,9.21,11.54,36704.02
3.8,4,9.21,11.54,70373.91
4,4.2,9.21,11.54,127351.8
4.2,4.4,9.21,11.54,218448
4.4,4.6,9.21,11.54,340190.45
4.6,4.8,9.21,11.54,542279.16
4.8,5,9.21,11.54,818358.51
5,5.2,9.21,11.54,1169925.73
5.2,5.4,9.21,11.54,1698748.97
5.4,5.6,9.21,11.54,2223642.51
5.6,5.8,9.21,11.54,2937750.53
5.8,6,9.21,11.54,3829095.74
6,6.2,9.21,11.54,4570049.28
6.2,6.4,9.21,11.54,5711365.34
6.4,6.6,9.21,11.54,6630407.81
6.6,6.8,9.21,11.54,7637545.76
6.8,7,9.21,11.54,9032284.43
7,7.2,9.21,11.54,10215308.04
7.2,7.4,9.21,11.54,8557547.23
7.4,7.6,9.21,11.54,10065756.52
7.6,7.8,9.21,11.54,9286936.49
7.8,8,9.21,11.54,7691983.59
8,8.2,9.21,11.54,6337673
8.2,8.4,9.21,11.54,6173637.22
8.4,8.6,9.21,11.54,7494458.8
8.6,8.8,9.21,11.54,2570263.96
8.8,9,9.21,11.54,2502775.44
9,9.2,9.21,11.54,0
9.2,9.4,9.21,11.54,0
9.4,9.6,9.21,11.54,0
9.6,9.8,9.21,11.54,0
9.8,10,9.21,11.54,0
2,2.2,11.54,13.89,7.08
2.2,2.4,11.54,13.89,49.42
2.4,2.6,11.54,13.89,192.91
2.6,2.8,11.54,13.89,577.67
2.8,3,11.54,13.89,1551.61
3,3.2,11.54,13.89,3849.88
3.2,3.4,11.54,13.89,8687.27
3.4,3.6,11.54,13.89,18700.04
3.6,3.8,11.54,13.89,37012.48
3.8,4,11.54,13.89,70635.05
4,4.2,11.54,13.89,127261.9
4.2,4.4,11.54,13.89,212201.59
4.4,4.6,11.54,13.89,354377.54
4.6,4.8,11.54,13.89,536248.48
4.8,5,11.54,13.89,774280.95
5,5.2,11.54,13.89,1102412.16
5.2,5.4,11.54,13.89,1568269.29
5.4,5.6,11.54,13.89,2083816.47
5.6,5.8,11.54,13.89,2729134.3
5.8,6,11.54,13.89,3520546.64
6,6.2,11.54,13.89,4401937.55
6.2,6.4,11.54,13.89,4896287.54
6.4,6.6,11.54,13.89,5661966.31
6.6,6.8,11.54,13.89,6620463.13
6.8,7,11.54,13.89,6903854.54
7,7.2,11.54,13.89,4869118.6
7.2,7.4,11.54,13.89,7776622.35
7.4,7.6,11.54,13.89,8052207.7
7.6,7.8,11.54,13.89,5168521.6
7.8,8,11.54,13.89,5050647.06
8,8.2,11.54,13.89,4815738.95
8.2,8.4,11.54,13.89,2947110.17
8.4,8.6,11.54,13.89,2453126.84
8.6,8.8,11.54,13.89,1794227.67
8.8,9,11.54,13.89,998918.15
9,9.2,11.54,13.89,0
9.2,9.4,11.54,13.89,0
9.4,9.6,11.54,13.89,0
9.6,9.8,11.54,13.89,0
9.8,10,11.54,13.89,0
2,2.2,13.89,16.26,7.53
2.2,2.4,13.89,16.26,51.1
2.4,2.6,13.89,16.26,198.59
2.6,2.8,13.89,16.26,600.11
2.8,3,13.89,16.26,1588.49
3,3.2,13.89,16.26,3861.1
3.2,3.4,13.89,16.26,8797.24
3.4,3.6,13.89,16.26,18841.24
3.6,3.8,13.89,16.26,37449.58
3.8,4,13.89,16.26,70150.11
4,4.2,13.89,16.26,125658.23
4.2,4.4,13.89,16.26,216759.11
4.4,4.6,13.89,16.26,346758.67
4.6,4.8,13.89,16.26,523266.4
4.8,5,13.89,16.26,777228.28
5,5.2,13.89,16.26,1063440.16
5.2,5.4,13.89,16.26,1516607.22
5.4,5.6,13.89,16.26,2021330.63
5.6,5.8,13.89,16.26,2643430.96
5.8,6,13.89,16.26,3200788.3
6,6.2,13.89,16.26,4060060.37
6.2,6.4,13.89,16.26,4622805.05
6.4,6.6,13.89,16.26,5066681.71
6.6,6.8,13.89,16.26,5771476
6.8,7,13.89,16.26,5735430.17
7,7.2,13.89,16.26,6072944.48
7.2,7.4,13.89,16.26,5471564.69
7.4,7.6,13.89,16.26,5895455.21
7.6,7.8,13.89,16.26,4778717.35
7.8,8,13.89,16.26,2869008.1
8,8.2,13.89,16.26,2061175.37
8.2,8.4,13.89,16.26,1092371.99
8.4,8.6,13.89,16.26,1208319.61
8.6,8.8,13.89,16.26,572641.25
8.8,9,13.89,16.26,162451.44
9,9.2,13.89,16.26,0
9.2,9.4,13.89,16.26,0
9.4,9.6,13.89,16.26,0
9.6,9.8,13.89,16.26,0
9.8,10,13.89,16.26,0
2,2.2,16.26,18.66,7.81
2.2,2.4,16.26,18.66,52.42
2.4,2.6,16.26,18.66,205.35
2.6,2.8,16.26,18.66,612.87
2.8,3,16.26,18.66,1624.14
3,3.2,16.26,18.66,3939.7
3.2,3.4,16.26,18.66,8938.25
3.4,3.6,16.26,18.66,19016.25
3.6,3.8,16.26,18.66,37248.24
3.8,4,16.26,18.66,71278.01
4,4.2,16.26,18.66,126182.12
4.2,4.4,16.26,18.66,208823.7
4.4,4.6,16.26,18.66,339705.08
4.6,4.8,16.26,18.66,515414.61
4.8,5,16.26,18.66,760139.61
5,5.2,16.26,18.66,1077976.18
5.2,5.4,16.26,18.66,1463329.01
5.4,5.6,16.26,18.66,1966375.14
5.6,5.8,16.26,18.66,2531571.84
5.8,6,16.26,18.66,3118862.84
6,6.2,16.26,18.66,3707562.21
6.2,6.4,16.26,18.66,4148907.65
6.4,6.6,16.26,18.66,4725502.46
6.6,6.8,16.26,18.66,4916410.02
6.8,7,16.26,18.66,4788845.12
7,7.2,16.26,18.66,4231113.39
7.2,7.4,16.26,18.66,4513180.59
7.4,7.6,16.26,18.66,3249143.27
7.6,7.8,16.26,18.66,3306112.36
7.8,8,16.26,18.66,1831602.27
8,8.2,16.26,18.66,1022460.73
